seq_id,label,label_name,group,steps,severity,cluster_id,source,m6b_step,generated
M6B_L1_00032,1,bearing_wear,A,250,0.46066027879714966,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00033,1,bearing_wear,A,250,0.49636775255203247,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00034,1,bearing_wear,A,250,0.5756446719169617,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00035,1,bearing_wear,A,250,0.3515770733356476,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00036,1,bearing_wear,A,250,0.3039371967315674,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00037,1,bearing_wear,A,250,0.5805639624595642,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00038,1,bearing_wear,A,250,0.38152748346328735,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00039,1,bearing_wear,A,250,0.7358511686325073,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00040,1,bearing_wear,A,250,0.5497215390205383,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00041,1,bearing_wear,A,250,0.8661425709724426,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00042,1,bearing_wear,A,250,0.7602120637893677,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00043,1,bearing_wear,A,250,0.4498933255672455,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00044,1,bearing_wear,A,250,0.865807831287384,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00045,1,bearing_wear,A,250,0.8438115119934082,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00046,1,bearing_wear,A,250,0.509982705116272,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00047,1,bearing_wear,A,250,0.43066248297691345,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00048,1,bearing_wear,A,250,0.7459964156150818,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00049,1,bearing_wear,A,250,0.3118019998073578,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00050,1,bearing_wear,A,250,0.3599265515804291,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00051,1,bearing_wear,A,250,0.20588982105255127,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00052,1,bearing_wear,A,250,0.8295394778251648,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00053,1,bearing_wear,A,250,0.7318806648254395,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00054,1,bearing_wear,A,250,0.7641323208808899,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00055,1,bearing_wear,A,250,0.8245832324028015,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00056,1,bearing_wear,A,250,0.5671325922012329,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00057,1,bearing_wear,A,250,0.654992938041687,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00058,1,bearing_wear,A,250,0.3118375837802887,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00059,1,bearing_wear,A,250,0.2916240692138672,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00060,1,bearing_wear,A,250,0.734722375869751,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00061,1,bearing_wear,A,250,0.5768769383430481,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00062,1,bearing_wear,A,250,0.6521888971328735,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00063,1,bearing_wear,A,250,0.8119990825653076,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00064,1,bearing_wear,A,250,0.7077746391296387,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00065,1,bearing_wear,A,250,0.6428635120391846,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00066,1,bearing_wear,A,250,0.6473657488822937,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00067,1,bearing_wear,A,250,0.4431600868701935,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00068,1,bearing_wear,A,250,0.22465427219867706,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00069,1,bearing_wear,A,250,0.5493739247322083,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00070,1,bearing_wear,A,250,0.371667742729187,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00071,1,bearing_wear,A,250,0.5268229246139526,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00072,1,bearing_wear,A,250,0.8827224373817444,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00073,1,bearing_wear,A,250,0.3871515989303589,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00074,1,bearing_wear,A,250,0.24664218723773956,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00075,1,bearing_wear,A,250,0.42510712146759033,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00076,1,bearing_wear,A,250,0.4348750114440918,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00077,1,bearing_wear,A,250,0.7295331954956055,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00078,1,bearing_wear,A,250,0.6456257104873657,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00079,1,bearing_wear,A,250,0.8271185755729675,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00080,1,bearing_wear,A,250,0.7314508557319641,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00081,1,bearing_wear,A,250,0.5251094698905945,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00082,1,bearing_wear,A,250,0.8512163162231445,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00083,1,bearing_wear,A,250,0.33357834815979004,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00084,1,bearing_wear,A,250,0.2181696593761444,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00085,1,bearing_wear,A,250,0.2720382809638977,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00086,1,bearing_wear,A,250,0.7778874635696411,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00087,1,bearing_wear,A,250,0.5695017576217651,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00088,1,bearing_wear,A,250,0.32901743054389954,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00089,1,bearing_wear,A,250,0.6008358001708984,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00090,1,bearing_wear,A,250,0.32184967398643494,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00091,1,bearing_wear,A,250,0.7570562958717346,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00092,1,bearing_wear,A,250,0.5569249987602234,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00093,1,bearing_wear,A,250,0.504817008972168,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00094,1,bearing_wear,A,250,0.44120967388153076,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00095,1,bearing_wear,A,250,0.7042260766029358,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00096,1,bearing_wear,A,250,0.4894500970840454,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00097,1,bearing_wear,A,250,0.27011993527412415,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00098,1,bearing_wear,A,250,0.2944047152996063,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00099,1,bearing_wear,A,250,0.9695181250572205,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00100,1,bearing_wear,A,250,0.9268645644187927,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00101,1,bearing_wear,A,250,0.7597656846046448,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00102,1,bearing_wear,A,250,0.412695974111557,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00103,1,bearing_wear,A,250,0.9753410816192627,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00104,1,bearing_wear,A,250,0.8230007290840149,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00105,1,bearing_wear,A,250,0.7735121250152588,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00106,1,bearing_wear,A,250,0.5594891905784607,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00107,1,bearing_wear,A,250,0.41779324412345886,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00108,1,bearing_wear,A,250,0.27711278200149536,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00109,1,bearing_wear,A,250,0.9220818877220154,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00110,1,bearing_wear,A,250,0.5646210312843323,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00111,1,bearing_wear,A,250,0.3618907034397125,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00112,1,bearing_wear,A,250,0.4447652995586395,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00113,1,bearing_wear,A,250,0.6633756756782532,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00114,1,bearing_wear,A,250,0.34141823649406433,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00115,1,bearing_wear,A,250,0.8852913975715637,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00116,1,bearing_wear,A,250,0.8068156242370605,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00117,1,bearing_wear,A,250,0.7755703926086426,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00118,1,bearing_wear,A,250,0.5456744432449341,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00119,1,bearing_wear,A,250,0.7018470764160156,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00120,1,bearing_wear,A,250,0.6672783493995667,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00121,1,bearing_wear,A,250,0.719877302646637,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00122,1,bearing_wear,A,250,0.26755544543266296,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00123,1,bearing_wear,A,250,0.5326459407806396,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00124,1,bearing_wear,A,250,0.23329134285449982,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00125,1,bearing_wear,A,250,0.5951926708221436,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00126,1,bearing_wear,A,250,0.4638889729976654,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00127,1,bearing_wear,A,250,0.3156193494796753,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00128,1,bearing_wear,A,250,0.2827223837375641,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00129,1,bearing_wear,A,250,0.6701156497001648,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00130,1,bearing_wear,A,250,0.33647438883781433,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00131,1,bearing_wear,A,250,0.9400960803031921,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00132,1,bearing_wear,A,250,0.6648489236831665,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00133,1,bearing_wear,A,250,0.47749584913253784,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00134,1,bearing_wear,A,250,0.672732412815094,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00135,1,bearing_wear,A,250,0.2182430922985077,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00136,1,bearing_wear,A,250,0.9668473601341248,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00137,1,bearing_wear,A,250,0.5858427286148071,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00138,1,bearing_wear,A,250,0.8261882066726685,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00139,1,bearing_wear,A,250,0.266184002161026,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00140,1,bearing_wear,A,250,0.5893266797065735,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00141,1,bearing_wear,A,250,0.5925655961036682,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00142,1,bearing_wear,A,250,0.9502611756324768,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00143,1,bearing_wear,A,250,0.6573824286460876,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00144,1,bearing_wear,A,250,0.5787914991378784,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00145,1,bearing_wear,A,250,0.4135805368423462,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00146,1,bearing_wear,A,250,0.4652552008628845,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00147,1,bearing_wear,A,250,0.6165379285812378,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00148,1,bearing_wear,A,250,0.551129162311554,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00149,1,bearing_wear,A,250,0.21728967130184174,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00150,1,bearing_wear,A,250,0.86103355884552,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00151,1,bearing_wear,A,250,0.9169285893440247,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00152,1,bearing_wear,A,250,0.31219926476478577,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00153,1,bearing_wear,A,250,0.6432288885116577,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00154,1,bearing_wear,A,250,0.2868605852127075,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00155,1,bearing_wear,A,250,0.7377920746803284,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00156,1,bearing_wear,A,250,0.4249870181083679,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00157,1,bearing_wear,A,250,0.7275381088256836,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00158,1,bearing_wear,A,250,0.7815957069396973,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00159,1,bearing_wear,A,250,0.8149179816246033,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00160,1,bearing_wear,A,250,0.28619274497032166,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00161,1,bearing_wear,A,250,0.9328094720840454,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00162,1,bearing_wear,A,250,0.38417118787765503,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00163,1,bearing_wear,A,250,0.22993004322052002,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00164,1,bearing_wear,A,250,0.6438819766044617,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00165,1,bearing_wear,A,250,0.49673783779144287,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00166,1,bearing_wear,A,250,0.8638318181037903,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00167,1,bearing_wear,A,250,0.8466011881828308,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00168,1,bearing_wear,A,250,0.4537111222743988,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00169,1,bearing_wear,A,250,0.9623194932937622,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00170,1,bearing_wear,A,250,0.43273428082466125,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00171,1,bearing_wear,A,250,0.6120457053184509,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00172,1,bearing_wear,A,250,0.4047720730304718,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00173,1,bearing_wear,A,250,0.9488348364830017,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00174,1,bearing_wear,A,250,0.33168625831604004,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00175,1,bearing_wear,A,250,0.2359284907579422,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00176,1,bearing_wear,A,250,0.5480776429176331,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00177,1,bearing_wear,A,250,0.9939004778862,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00178,1,bearing_wear,A,250,0.9133418202400208,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00179,1,bearing_wear,A,250,0.7988864183425903,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00180,1,bearing_wear,A,250,0.912634015083313,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00181,1,bearing_wear,A,250,0.9147573113441467,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00182,1,bearing_wear,A,250,0.6150866746902466,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00183,1,bearing_wear,A,250,0.4527432322502136,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00184,1,bearing_wear,A,250,0.817609965801239,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00185,1,bearing_wear,A,250,0.729328989982605,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00186,1,bearing_wear,A,250,0.49892619252204895,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00187,1,bearing_wear,A,250,0.27557334303855896,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00188,1,bearing_wear,A,250,0.7974317073822021,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00189,1,bearing_wear,A,250,0.40996840596199036,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00190,1,bearing_wear,A,250,0.9494504928588867,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00191,1,bearing_wear,A,250,0.3927764594554901,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00192,1,bearing_wear,A,250,0.2982063591480255,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00193,1,bearing_wear,A,250,0.8648901581764221,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00194,1,bearing_wear,A,250,0.322627454996109,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00195,1,bearing_wear,A,250,0.34341463446617126,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00196,1,bearing_wear,A,250,0.679506242275238,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00197,1,bearing_wear,A,250,0.8996496200561523,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00198,1,bearing_wear,A,250,0.3571477234363556,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00199,1,bearing_wear,A,250,0.4482589364051819,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00200,1,bearing_wear,A,250,0.8219238519668579,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00201,1,bearing_wear,A,250,0.9774611592292786,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00202,1,bearing_wear,A,250,0.6005929708480835,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00203,1,bearing_wear,A,250,0.3151180148124695,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00204,1,bearing_wear,A,250,0.21114903688430786,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00205,1,bearing_wear,A,250,0.3837248384952545,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00206,1,bearing_wear,A,250,0.3054577708244324,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00207,1,bearing_wear,A,250,0.7421269416809082,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00208,1,bearing_wear,A,250,0.2974660098552704,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00209,1,bearing_wear,A,250,0.6050639748573303,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00210,1,bearing_wear,A,250,0.7554099559783936,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00211,1,bearing_wear,A,250,0.6648932695388794,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00212,1,bearing_wear,A,250,0.35982051491737366,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00213,1,bearing_wear,A,250,0.8432996273040771,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00214,1,bearing_wear,A,250,0.7723256945610046,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00215,1,bearing_wear,A,250,0.7911872267723083,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00216,1,bearing_wear,A,250,0.3048461973667145,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00217,1,bearing_wear,A,250,0.2990030348300934,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00218,1,bearing_wear,A,250,0.942050039768219,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00219,1,bearing_wear,A,250,0.5180625319480896,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00220,1,bearing_wear,A,250,0.44075894355773926,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00221,1,bearing_wear,A,250,0.5908672213554382,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00222,1,bearing_wear,A,250,0.7302913665771484,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00223,1,bearing_wear,A,250,0.9644985795021057,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00224,1,bearing_wear,A,250,0.42915698885917664,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00225,1,bearing_wear,A,250,0.9398467540740967,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00226,1,bearing_wear,A,250,0.2198875993490219,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00227,1,bearing_wear,A,250,0.6441584229469299,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00228,1,bearing_wear,A,250,0.7071800827980042,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00229,1,bearing_wear,A,250,0.2847179174423218,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00230,1,bearing_wear,A,250,0.31227168440818787,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00231,1,bearing_wear,A,250,0.5352914333343506,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00232,1,bearing_wear,A,250,0.9729855060577393,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00233,1,bearing_wear,A,250,0.6768340468406677,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00234,1,bearing_wear,A,250,0.9464185833930969,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00235,1,bearing_wear,A,250,0.8434887528419495,2,m6b_physics_lib_v2,0_v2,2026-04-26
