seq_id,label,label_name,group,steps,severity,cluster_id,source,seed_idx,m6b_step,generated,fail_type,fail_channel
M6B_L0_00058,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00059,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00060,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00061,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00062,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00063,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00064,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00065,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00066,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00067,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00068,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00069,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00070,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00071,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00072,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00073,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00074,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00075,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00076,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00077,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00078,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00079,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00080,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00081,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00082,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00083,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00084,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00085,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00086,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00087,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00088,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00089,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00090,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00091,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00092,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00093,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00094,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00095,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00096,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00097,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00098,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00099,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00100,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00101,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00102,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00103,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00104,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00105,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00106,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00107,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00108,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00109,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00110,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00111,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00112,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00113,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00114,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00115,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00116,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00117,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00118,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00119,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00120,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00121,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00122,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00123,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00124,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00125,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00126,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00127,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00128,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00129,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00130,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00131,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00132,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00133,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00134,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00135,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00136,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00137,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00138,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00139,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00140,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00141,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00142,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00143,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00144,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00145,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00146,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00147,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00148,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00149,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00150,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00151,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00152,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00153,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00154,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00155,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00156,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00157,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00158,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00159,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00160,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00161,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00162,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00163,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00164,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00165,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00166,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00167,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00168,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00169,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00170,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00171,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00172,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00173,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00174,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00175,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00176,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00177,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00178,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00179,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00180,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00181,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00182,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00183,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00184,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00185,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00186,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00187,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00188,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00189,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00190,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00191,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00192,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00193,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00194,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00195,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00196,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00197,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00198,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00199,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00200,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00201,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00202,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00203,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00204,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00205,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00206,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00207,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00208,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00209,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00210,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00211,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00212,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00213,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00214,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00215,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00216,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00217,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00218,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00219,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00220,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00221,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00222,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00223,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00224,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00225,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00226,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00227,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00228,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00229,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00230,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00231,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00232,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00233,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00234,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00235,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00236,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00237,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00238,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00239,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00240,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00241,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00242,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00243,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00244,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00245,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00246,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00247,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00248,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00249,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00250,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00251,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00252,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00253,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00254,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00255,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00256,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00257,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00258,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00259,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00260,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00261,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00262,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00263,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00264,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00265,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00266,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00267,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00268,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00269,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00270,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00271,0,normal,A,200,0.0,3,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00272,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00273,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00274,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00275,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00276,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00277,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00278,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00279,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00280,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00281,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00282,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00283,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00284,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00285,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00286,0,normal,A,200,0.0,1,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00287,0,normal,A,200,0.0,2,real_cira,-1,0b_v2,2026-04-26,,
M6B_L0_00288,0,normal,A,200,0.0,0,real_cira,-1,0b_v2,2026-04-26,,
