segment_id,window_start_idx,window_mode,dominant_channel,max_spike_ratio,spike_channels,fault_hint,window_max_val,active_pres_ceiling,active_pmpPV_ceiling
A_Day1_seg10,450,cooldown,X_ACR_Mot.PV_norm,1.8854,X_ACR_Mot.PV_norm=1.885(1.9x),mechanical_transient,1.8853,3.0,2.6015
A_Day1_seg10,460,cooldown,X_ACR_Mot.PV_norm,2.519,X_ACR_Mot.PV_norm=2.519(2.5x),mechanical_transient,2.5188,3.0,2.6015
A_Day1_seg10,470,cooldown,X_ACR_Mot.PV_norm,2.519,X_ACR_Mot.PV_norm=2.519(2.5x),mechanical_transient,2.5188,3.0,2.6015
A_Day1_seg10,480,cooldown,X_ACR_Mot.PV_norm,2.519,X_ACR_Mot.PV_norm=2.519(2.5x),mechanical_transient,2.5188,3.0,2.6015
A_Day1_seg10,490,cooldown,X_ACR_Mot.PV_norm,2.519,X_ACR_Mot.PV_norm=2.519(2.5x),mechanical_transient,2.5188,3.0,2.6015
A_Day1_seg10,500,cooldown,X_ACR_Mot.PV_norm,2.519,X_ACR_Mot.PV_norm=2.519(2.5x),mechanical_transient,2.5188,3.0,2.6015
A_Day1_seg10,590,cooldown,X_ACR_Mot.PV_norm,2.1261,X_ACR_Mot.PV_norm=2.126(2.1x),mechanical_transient,2.126,3.0,2.6015
A_Day1_seg10,600,cooldown,X_ACR_Mot.PV_norm,2.1532,X_ACR_Mot.PV_norm=2.153(2.2x),mechanical_transient,2.153,3.0,2.6015
A_Day1_seg10,610,cooldown,X_ACR_Mot.PV_norm,2.1532,X_ACR_Mot.PV_norm=2.153(2.2x),mechanical_transient,2.153,3.0,2.6015
A_Day1_seg10,620,cooldown,X_ACR_Mot.PV_norm,2.1532,X_ACR_Mot.PV_norm=2.153(2.2x),mechanical_transient,2.153,3.0,2.6015
A_Day1_seg10,630,cooldown,X_ACR_Mot.PV_norm,2.1532,X_ACR_Mot.PV_norm=2.153(2.2x),mechanical_transient,2.153,3.0,2.6015
A_Day1_seg10,640,cooldown,X_ACR_Mot.PV_norm,2.1532,X_ACR_Mot.PV_norm=2.153(2.2x),mechanical_transient,2.153,3.0,2.6015
A_Day1_seg10,650,cooldown,X_ACR_Mot.PV_norm,2.1532,X_ACR_Mot.PV_norm=2.153(2.2x),mechanical_transient,2.153,3.0,2.6015
A_Day1_seg10,820,cooldown,X_ACR_Mot.PV_norm,1.9232,X_ACR_Mot.PV_norm=1.923(1.9x),mechanical_transient,1.9231,3.0,2.6015
A_Day1_seg10,830,cooldown,X_ACR_Mot.PV_norm,1.9232,X_ACR_Mot.PV_norm=1.923(1.9x),mechanical_transient,1.9231,3.0,2.6015
A_Day1_seg10,840,cooldown,X_ACR_Mot.PV_norm,1.9232,X_ACR_Mot.PV_norm=1.923(1.9x),mechanical_transient,1.9231,3.0,2.6015
A_Day1_seg10,850,cooldown,X_ACR_Mot.PV_norm,1.9232,X_ACR_Mot.PV_norm=1.923(1.9x),mechanical_transient,1.9231,3.0,2.6015
A_Day1_seg10,860,cooldown,X_ACR_Mot.PV_norm,1.9232,X_ACR_Mot.PV_norm=1.923(1.9x),mechanical_transient,1.9231,3.0,2.6015
A_Day1_seg10,870,cooldown,X_ACR_Mot.PV_norm,1.9232,X_ACR_Mot.PV_norm=1.923(1.9x),mechanical_transient,1.9231,3.0,2.6015
A_Day1_seg10,1190,cooldown,X_ACR_Mot.PV_norm,2.0364,X_ACR_Mot.PV_norm=2.036(2.0x),mechanical_transient,2.0363,3.0,2.6015
A_Day1_seg10,1200,cooldown,X_ACR_Mot.PV_norm,2.0364,X_ACR_Mot.PV_norm=2.036(2.0x),mechanical_transient,2.0363,3.0,2.6015
A_Day1_seg10,1210,cooldown,X_ACR_Mot.PV_norm,2.0364,X_ACR_Mot.PV_norm=2.036(2.0x),mechanical_transient,2.0363,3.0,2.6015
A_Day1_seg10,1220,cooldown,X_ACR_Mot.PV_norm,2.0364,X_ACR_Mot.PV_norm=2.036(2.0x),mechanical_transient,2.0363,3.0,2.6015
A_Day1_seg10,1230,cooldown,X_ACR_Mot.PV_norm,2.0364,X_ACR_Mot.PV_norm=2.036(2.0x),mechanical_transient,2.0363,3.0,2.6015
A_Day1_seg10,1240,cooldown,X_ACR_Mot.PV_norm,2.0364,X_ACR_Mot.PV_norm=2.036(2.0x),mechanical_transient,2.1808,3.0,2.6015
A_Day1_seg10,1250,cooldown,X_ACR_Mot.PV_norm,1.9362,X_ACR_Mot.PV_norm=1.936(1.9x),mechanical_transient,2.1808,3.0,2.6015
A_Day1_seg10,1260,cooldown,X_ACR_Mot.PV_norm,1.9362,X_ACR_Mot.PV_norm=1.936(1.9x),mechanical_transient,2.1808,3.0,2.6015
A_Day1_seg10,1280,cooldown,X_ACR_Mot.PV_norm,2.0095,X_ACR_Mot.PV_norm=2.009(2.0x),mechanical_transient,2.1808,3.0,2.6015
A_Day1_seg10,1290,cooldown,X_ACR_Mot.PV_norm,2.0095,X_ACR_Mot.PV_norm=2.009(2.0x),mechanical_transient,2.1808,3.0,2.6015
A_Day1_seg10,1300,cooldown,X_ACR_Mot.PV_norm,2.0095,X_ACR_Mot.PV_norm=2.009(2.0x),mechanical_transient,2.0094,3.0,2.6015
A_Day1_seg10,1310,cooldown,X_ACR_Mot.PV_norm,2.0095,X_ACR_Mot.PV_norm=2.009(2.0x),mechanical_transient,2.0094,3.0,2.6015
A_Day1_seg10,1320,cooldown,X_ACR_Mot.PV_norm,2.0095,X_ACR_Mot.PV_norm=2.009(2.0x),mechanical_transient,2.0094,3.0,2.6015
A_Day1_seg10,1330,cooldown,X_ACR_Mot.PV_norm,2.0095,X_ACR_Mot.PV_norm=2.009(2.0x),mechanical_transient,2.0094,3.0,2.6015
A_Day1_seg10,1340,cooldown,X_ACR_Mot.PV_norm,1.9713,X_ACR_Mot.PV_norm=1.971(2.0x),mechanical_transient,1.9712,3.0,2.6015
A_Day1_seg10,1350,cooldown,X_ACR_Mot.PV_norm,1.9713,X_ACR_Mot.PV_norm=1.971(2.0x),mechanical_transient,1.9712,3.0,2.6015
A_Day1_seg10,1660,cooldown,X_ACR_Mot.PV_norm,1.9712,X_ACR_Mot.PV_norm=1.971(2.0x),mechanical_transient,1.9711,3.0,2.6015
A_Day1_seg10,1670,cooldown,X_ACR_Mot.PV_norm,1.9712,X_ACR_Mot.PV_norm=1.971(2.0x),mechanical_transient,1.9711,3.0,2.6015
A_Day1_seg10,1680,cooldown,X_ACR_Mot.PV_norm,1.9712,X_ACR_Mot.PV_norm=1.971(2.0x),mechanical_transient,1.9711,3.0,2.6015
A_Day1_seg10,1690,cooldown,X_ACR_Mot.PV_norm,1.9712,X_ACR_Mot.PV_norm=1.971(2.0x),mechanical_transient,1.9711,3.0,2.6015
A_Day1_seg10,1700,cooldown,X_ACR_Mot.PV_norm,2.0434,X_ACR_Mot.PV_norm=2.043(2.0x),mechanical_transient,2.0432,3.0,2.6015
A_Day1_seg10,1710,cooldown,X_ACR_Mot.PV_norm,2.0434,X_ACR_Mot.PV_norm=2.043(2.0x),mechanical_transient,2.0432,3.0,2.6015
A_Day1_seg10,1720,cooldown,X_ACR_Mot.PV_norm,2.0434,X_ACR_Mot.PV_norm=2.043(2.0x),mechanical_transient,2.0432,3.0,2.6015
A_Day1_seg10,1730,cooldown,X_ACR_Mot.PV_norm,2.0434,X_ACR_Mot.PV_norm=2.043(2.0x),mechanical_transient,2.0432,3.0,2.6015
A_Day1_seg10,1740,cooldown,X_ACR_Mot.PV_norm,2.0434,X_ACR_Mot.PV_norm=2.043(2.0x),mechanical_transient,2.0432,3.0,2.6015
A_Day1_seg10,1750,cooldown,X_ACR_Mot.PV_norm,2.0434,X_ACR_Mot.PV_norm=2.043(2.0x),mechanical_transient,2.0432,3.0,2.6015
A_Day1_seg10,2030,cooldown,X_ACR_Mot.PV_norm,1.9837,X_ACR_Mot.PV_norm=1.984(2.0x),mechanical_transient,1.9835,3.0,2.6015
A_Day1_seg10,2040,cooldown,X_ACR_Mot.PV_norm,1.9837,X_ACR_Mot.PV_norm=1.984(2.0x),mechanical_transient,1.9835,3.0,2.6015
A_Day1_seg10,2050,cooldown,X_ACR_Mot.PV_norm,1.9837,X_ACR_Mot.PV_norm=1.984(2.0x),mechanical_transient,1.9835,3.0,2.6015
A_Day1_seg10,2060,cooldown,X_ACR_Mot.PV_norm,1.9837,X_ACR_Mot.PV_norm=1.984(2.0x),mechanical_transient,1.9835,3.0,2.6015
A_Day1_seg10,2070,cooldown,X_ACR_Mot.PV_norm,1.9837,X_ACR_Mot.PV_norm=1.984(2.0x),mechanical_transient,1.9835,3.0,2.6015
A_Day1_seg10,2080,cooldown,X_ACR_Mot.PV_norm,1.9837,X_ACR_Mot.PV_norm=1.984(2.0x),mechanical_transient,1.9835,3.0,2.6015
A_Day1_seg10,2090,cooldown,X_ACR_Mot.PV_norm,1.8926,X_ACR_Mot.PV_norm=1.892(1.9x),mechanical_transient,1.8925,3.0,2.6015
A_Day1_seg10,2100,cooldown,X_ACR_Mot.PV_norm,1.8926,X_ACR_Mot.PV_norm=1.892(1.9x),mechanical_transient,1.8925,3.0,2.6015
A_Day1_seg10,2110,cooldown,X_ACR_Mot.PV_norm,1.8926,X_ACR_Mot.PV_norm=1.892(1.9x),mechanical_transient,1.8925,3.0,2.6015
A_Day1_seg10,2220,cooldown,X_ACR_Mot.PV_norm,1.9198,X_ACR_Mot.PV_norm=1.920(1.9x),mechanical_transient,1.9197,3.0,2.6015
A_Day1_seg10,2230,cooldown,X_ACR_Mot.PV_norm,1.9198,X_ACR_Mot.PV_norm=1.920(1.9x),mechanical_transient,1.9197,3.0,2.6015
A_Day1_seg10,2240,cooldown,X_ACR_Mot.PV_norm,1.9198,X_ACR_Mot.PV_norm=1.920(1.9x),mechanical_transient,1.9197,3.0,2.6015
A_Day1_seg10,2250,cooldown,X_ACR_Mot.PV_norm,1.9198,X_ACR_Mot.PV_norm=1.920(1.9x),mechanical_transient,1.9197,3.0,2.6015
A_Day1_seg10,2260,cooldown,X_ACR_Mot.PV_norm,1.9198,X_ACR_Mot.PV_norm=1.920(1.9x),mechanical_transient,1.9197,3.0,2.6015
A_Day1_seg10,2270,cooldown,X_ACR_Mot.PV_norm,1.9198,X_ACR_Mot.PV_norm=1.920(1.9x),mechanical_transient,1.9197,3.0,2.6015
A_Day1_seg10,2410,cooldown,X_ACR_Mot.PV_norm,2.5325,X_ACR_Mot.PV_norm=2.532(2.5x),mechanical_transient,2.5323,3.0,2.6015
A_Day1_seg10,2420,cooldown,X_ACR_Mot.PV_norm,2.5325,X_ACR_Mot.PV_norm=2.532(2.5x),mechanical_transient,2.5323,3.0,2.6015
A_Day1_seg10,2430,cooldown,X_ACR_Mot.PV_norm,2.5325,X_ACR_Mot.PV_norm=2.532(2.5x),mechanical_transient,2.5323,3.0,2.6015
A_Day1_seg10,2440,cooldown,X_ACR_Mot.PV_norm,2.5325,X_ACR_Mot.PV_norm=2.532(2.5x),mechanical_transient,2.5323,3.0,2.6015
A_Day1_seg10,2450,cooldown,X_ACR_Mot.PV_norm,2.5325,X_ACR_Mot.PV_norm=2.532(2.5x),mechanical_transient,2.5323,3.0,2.6015
A_Day1_seg10,2460,cooldown,X_ACR_Mot.PV_norm,2.5325,X_ACR_Mot.PV_norm=2.532(2.5x),mechanical_transient,2.5323,3.0,2.6015
A_Day1_seg10,2490,cooldown,X_ACR_Mot.PV_norm,2.0474,X_ACR_Mot.PV_norm=2.047(2.0x),mechanical_transient,2.0472,3.0,2.6015
A_Day1_seg10,2500,cooldown,X_ACR_Mot.PV_norm,2.0474,X_ACR_Mot.PV_norm=2.047(2.0x),mechanical_transient,2.0472,3.0,2.6015
A_Day1_seg10,2510,cooldown,X_ACR_Mot.PV_norm,2.0474,X_ACR_Mot.PV_norm=2.047(2.0x),mechanical_transient,2.0472,3.0,2.6015
A_Day1_seg10,2520,cooldown,X_ACR_Mot.PV_norm,2.0474,X_ACR_Mot.PV_norm=2.047(2.0x),mechanical_transient,2.0472,3.0,2.6015
A_Day1_seg10,2530,cooldown,X_ACR_Mot.PV_norm,2.0474,X_ACR_Mot.PV_norm=2.047(2.0x),mechanical_transient,2.0472,3.0,2.6015
A_Day1_seg10,2540,cooldown,X_ACR_Mot.PV_norm,2.0021,X_ACR_Mot.PV_norm=2.002(2.0x),mechanical_transient,2.002,3.0,2.6015
A_Day1_seg10,2550,cooldown,X_ACR_Mot.PV_norm,2.0021,X_ACR_Mot.PV_norm=2.002(2.0x),mechanical_transient,2.002,3.0,2.6015
A_Day1_seg10,2560,cooldown,X_ACR_Mot.PV_norm,2.0021,X_ACR_Mot.PV_norm=2.002(2.0x),mechanical_transient,2.002,3.0,2.6015
A_Day1_seg10,2570,cooldown,X_ACR_Mot.PV_norm,2.0021,X_ACR_Mot.PV_norm=2.002(2.0x),mechanical_transient,2.002,3.0,2.6015
A_Day1_seg10,2580,cooldown,X_ACR_Mot.PV_norm,2.0021,X_ACR_Mot.PV_norm=2.002(2.0x),mechanical_transient,2.002,3.0,2.6015
A_Day2_seg1,0,cooldown,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=5.144(5.1x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,3.0,2.6015
A_Day2_seg1,10,cooldown,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=5.144(5.1x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,3.0,2.6015
A_Day2_seg1,20,cooldown,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=5.144(5.1x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,3.0,2.6015
A_Day2_seg1,30,cooldown,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=4.933(4.9x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,3.0,2.6015
A_Day2_seg1,40,cooldown,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=4.933(4.9x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,3.0,2.6015
A_Day2_seg1,50,cooldown,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=4.933(4.9x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,3.0,2.6015
A_Day2_seg1,60,cooldown,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=4.933(4.9x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,3.0,2.6015
A_Day2_seg1,70,cooldown,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=4.933(4.9x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,3.0,2.6015
A_Day2_seg1,80,cooldown,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=4.933(4.9x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,3.0,2.6015
A_Day2_seg1,90,cooldown,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=4.909(4.9x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,3.0,2.6015
A_Day2_seg1,100,cooldown,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=5.002(5.0x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,3.0,2.6015
A_Day2_seg1,110,cooldown,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=5.002(5.0x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,3.0,2.6015
A_Day2_seg1,120,cooldown,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=5.002(5.0x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,3.0,2.6015
A_Day2_seg1,130,steady_state,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=5.002(5.0x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,5.6,2.5997
A_Day2_seg1,140,steady_state,X_ACR_Mot.SV_norm,15.8624,X_Pres.SV_norm=5.002(5.0x) | X_ACR_Mot.SV_norm=15.862(15.9x) | X_ACR_Mot.PV_norm=2.770(2.8x),bearing_impact,15.8624,5.6,2.5997
A_Day2_seg3,2920,steady_state,X_Pres.SV_norm,67.9249,X_Pres.SV_norm=67.925(67.9x) | X_ACR_Mot.SV_norm=11.353(11.4x) | X_ACR_Pmp.SV_norm=17.497(17.5x),pressure_spike_high_load,67.9249,5.6,2.5997
A_Day2_seg3,2930,steady_state,X_Pres.SV_norm,67.9249,X_Pres.SV_norm=67.925(67.9x) | X_ACR_Mot.SV_norm=11.353(11.4x) | X_ACR_Pmp.SV_norm=17.497(17.5x),pressure_spike_high_load,67.9249,5.6,2.5997
A_Day2_seg3,2940,startup,X_Pres.SV_norm,67.9249,X_Pres.SV_norm=67.925(67.9x) | X_ACR_Mot.SV_norm=11.353(11.4x) | X_ACR_Pmp.SV_norm=17.497(17.5x),pressure_transient,67.9249,3.0,3.1997
A_Day2_seg3,2950,startup,X_Pres.SV_norm,67.9249,X_Pres.SV_norm=67.925(67.9x) | X_ACR_Mot.SV_norm=11.353(11.4x) | X_ACR_Pmp.SV_norm=17.497(17.5x),pressure_transient,67.9249,3.0,3.1997
A_Day2_seg3,2960,startup,X_Pres.SV_norm,67.9249,X_Pres.SV_norm=67.925(67.9x) | X_ACR_Mot.SV_norm=11.353(11.4x) | X_ACR_Pmp.SV_norm=17.497(17.5x),pressure_transient,67.9249,3.0,3.1997
A_Day2_seg3,2970,startup,X_Pres.SV_norm,67.9249,X_Pres.SV_norm=67.925(67.9x),pressure_transient,67.9249,3.0,3.1997
A_Day2_seg3,3530,startup,X_ACR_Mot.PV_norm,2.0006,X_ACR_Mot.PV_norm=2.001(2.0x),mechanical_transient,2.0008,3.0,3.1997
A_Day2_seg3,3540,startup,X_ACR_Mot.PV_norm,2.0006,X_ACR_Mot.PV_norm=2.001(2.0x),mechanical_transient,2.0008,3.0,3.1997
A_Day2_seg3,3550,startup,X_ACR_Mot.PV_norm,2.0006,X_ACR_Mot.PV_norm=2.001(2.0x),mechanical_transient,2.0008,3.0,3.1997
A_Day2_seg3,3560,startup,X_ACR_Mot.PV_norm,2.0006,X_ACR_Mot.PV_norm=2.001(2.0x),mechanical_transient,2.0008,3.0,3.1997
A_Day2_seg3,3570,startup,X_ACR_Mot.PV_norm,2.0006,X_ACR_Mot.PV_norm=2.001(2.0x),mechanical_transient,2.0008,3.0,3.1997
A_Day2_seg3,3580,startup,X_ACR_Mot.PV_norm,2.0006,X_ACR_Mot.PV_norm=2.001(2.0x),mechanical_transient,2.0008,3.0,3.1997
A_Day2_seg3,3650,startup,X_ACR_Pmp.PV_norm,2.4382,X_ACR_Pmp.PV_norm=2.438(2.4x),mechanical_transient,2.4379,3.0,3.1997
A_Day2_seg3,3660,startup,X_ACR_Pmp.PV_norm,2.4382,X_ACR_Pmp.PV_norm=2.438(2.4x),mechanical_transient,2.4379,3.0,3.1997
A_Day2_seg3,3670,startup,X_ACR_Pmp.PV_norm,2.4382,X_ACR_Pmp.PV_norm=2.438(2.4x),mechanical_transient,2.4379,3.0,3.1997
A_Day2_seg3,3680,startup,X_ACR_Pmp.PV_norm,2.4382,X_ACR_Pmp.PV_norm=2.438(2.4x),mechanical_transient,2.4379,3.0,3.1997
A_Day2_seg3,3690,startup,X_ACR_Pmp.PV_norm,2.4382,X_ACR_Pmp.PV_norm=2.438(2.4x),mechanical_transient,2.4379,3.0,3.1997
A_Day2_seg3,3700,startup,X_ACR_Pmp.PV_norm,2.4382,X_ACR_Pmp.PV_norm=2.438(2.4x),mechanical_transient,2.4379,3.0,3.1997
A_Day2_seg3,3740,startup,X_ACR_Mot.PV_norm,1.9578,X_ACR_Mot.PV_norm=1.958(2.0x),mechanical_transient,1.9581,3.0,3.1997
A_Day2_seg3,3750,startup,X_ACR_Mot.PV_norm,1.9578,X_ACR_Mot.PV_norm=1.958(2.0x),mechanical_transient,1.9581,3.0,3.1997
A_Day2_seg3,3760,startup,X_ACR_Mot.PV_norm,1.9578,X_ACR_Mot.PV_norm=1.958(2.0x),mechanical_transient,1.9581,3.0,3.1997
A_Day2_seg3,3770,startup,X_ACR_Mot.PV_norm,1.9578,X_ACR_Mot.PV_norm=1.958(2.0x),mechanical_transient,1.9581,3.0,3.1997
A_Day2_seg3,3780,startup,X_ACR_Mot.PV_norm,1.9578,X_ACR_Mot.PV_norm=1.958(2.0x),mechanical_transient,1.9581,3.0,3.1997
A_Day2_seg3,3790,startup,X_ACR_Mot.PV_norm,1.9578,X_ACR_Mot.PV_norm=1.958(2.0x),mechanical_transient,1.9581,3.0,3.1997
A_Day2_seg3,4270,startup,X_ACR_Mot.SV_norm,11.3528,X_ACR_Mot.SV_norm=11.353(11.4x),bearing_impact,11.3528,3.0,3.1997
A_Day2_seg3,4280,startup,X_ACR_Mot.SV_norm,11.3528,X_ACR_Mot.SV_norm=11.353(11.4x),bearing_impact,11.3528,3.0,3.1997
A_Day2_seg3,4290,startup,X_ACR_Mot.SV_norm,11.3528,X_ACR_Mot.SV_norm=11.353(11.4x),bearing_impact,11.3528,3.0,3.1997
A_Day2_seg3,4300,startup,X_ACR_Mot.SV_norm,11.3528,X_ACR_Mot.SV_norm=11.353(11.4x),bearing_impact,11.3528,3.0,3.1997
A_Day2_seg3,4310,startup,X_ACR_Mot.SV_norm,11.3528,X_ACR_Mot.SV_norm=11.353(11.4x),bearing_impact,11.3528,3.0,3.1997
A_Day2_seg3,4920,startup,X_ACR_Mot.PV_norm,1.8882,X_ACR_Mot.PV_norm=1.888(1.9x),mechanical_transient,1.8885,3.0,3.1997
A_Day2_seg3,4930,startup,X_ACR_Mot.PV_norm,1.8882,X_ACR_Mot.PV_norm=1.888(1.9x),mechanical_transient,1.8885,3.0,3.1997
A_Day2_seg3,4940,startup,X_ACR_Mot.PV_norm,1.8882,X_ACR_Mot.PV_norm=1.888(1.9x),mechanical_transient,1.8885,3.0,3.1997
A_Day2_seg3,4950,startup,X_ACR_Mot.PV_norm,1.8882,X_ACR_Mot.PV_norm=1.888(1.9x),mechanical_transient,1.8885,3.0,3.1997
A_Day2_seg3,4960,startup,X_ACR_Mot.PV_norm,1.8882,X_ACR_Mot.PV_norm=1.888(1.9x),mechanical_transient,1.8885,3.0,3.1997
A_Day2_seg3,4970,startup,X_ACR_Mot.PV_norm,1.8882,X_ACR_Mot.PV_norm=1.888(1.9x),mechanical_transient,1.8885,3.0,3.1997
A_Day2_seg3,5210,startup,X_ACR_Pmp.PV_norm,2.2891,X_ACR_Pmp.PV_norm=2.289(2.3x),mechanical_transient,2.2889,3.0,3.1997
A_Day2_seg3,5220,startup,X_ACR_Pmp.PV_norm,2.2891,X_ACR_Pmp.PV_norm=2.289(2.3x),mechanical_transient,2.2889,3.0,3.1997
A_Day2_seg3,5230,startup,X_ACR_Pmp.PV_norm,2.2891,X_ACR_Pmp.PV_norm=2.289(2.3x),mechanical_transient,2.2889,3.0,3.1997
A_Day2_seg3,5240,startup,X_ACR_Pmp.PV_norm,2.2891,X_ACR_Pmp.PV_norm=2.289(2.3x),mechanical_transient,2.2889,3.0,3.1997
A_Day2_seg3,5250,startup,X_ACR_Pmp.PV_norm,2.2891,X_ACR_Pmp.PV_norm=2.289(2.3x),mechanical_transient,2.2889,3.0,3.1997
A_Day2_seg3,5260,startup,X_ACR_Pmp.PV_norm,2.2891,X_ACR_Pmp.PV_norm=2.289(2.3x),mechanical_transient,2.2889,3.0,3.1997
A_Day2_seg3,5970,startup,X_ACR_Mot.PV_norm,1.9098,X_ACR_Mot.PV_norm=1.910(1.9x),mechanical_transient,1.9253,3.0,3.1997
A_Day2_seg3,5980,startup,X_ACR_Mot.PV_norm,1.9098,X_ACR_Mot.PV_norm=1.910(1.9x),mechanical_transient,1.9101,3.0,3.1997
A_Day2_seg3,5990,startup,X_ACR_Mot.PV_norm,1.9098,X_ACR_Mot.PV_norm=1.910(1.9x),mechanical_transient,1.9101,3.0,3.1997
A_Day2_seg3,6000,startup,X_ACR_Mot.PV_norm,1.9098,X_ACR_Mot.PV_norm=1.910(1.9x),mechanical_transient,1.9101,3.0,3.1997
